person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26.0,1,2,0.03352370525853447,0.02631578947368421,2,0.2753623188405797,5,0.08230452674897121,0.16666666666666666,4.0,495,1,0
21.0,2,2,0.033628185151481506,0.0,2,0.7101449275362319,4,0.49862825788751713,0.42424242424242425,3.0,565,1,0
26.0,2,1,0.033552386013461104,0.06578947368421052,2,0.02028985507246377,6,0.49862825788751713,0.015151515151515152,2.0,572,1,0
24.0,2,3,0.02608596605591682,0.013157894736842105,3,0.2753623188405797,2,0.38340192043895754,0.21212121212121213,4.0,660,1,0
22.0,2,1,0.03355607353909453,0.0,2,0.05797101449275363,3,0.08230452674897121,0.045454545454545456,3.0,608,1,0
21.0,1,2,0.03343069766755809,0.0,2,0.42028985507246375,6,0.45061728395061734,0.25757575757575757,3.0,652,1,0
22.0,1,2,0.03350239955487468,0.0,2,0.10144927536231883,3,0.10768175582990402,0.06060606060606061,4.0,675,1,0
24.0,2,1,0.02637687085588699,0.06578947368421052,3,0.2753623188405797,5,0.03909465020576136,0.21212121212121213,3.0,657,1,0
25.0,2,3,0.03350321900501544,0.013157894736842105,1,0.4492753623188405,4,0.21056241426611805,0.2727272727272727,3.0,681,1,0
26.0,1,2,0.0335441915120535,0.039473684210526314,2,0.11521739130434781,4,0.313443072702332,0.07575757575757576,4.0,635,1,0
23.0,2,2,0.03346183677290701,0.0,1,0.42028985507246375,1,0.7249657064471879,0.25757575757575757,4.0,669,2,0
23.0,2,3,0.0334978925791005,0.013157894736842105,2,0.2753623188405797,2,0.38340192043895754,0.16666666666666666,2.0,669,2,0
26.0,2,3,0.03345446172164016,0.039473684210526314,2,0.08695652173913043,4,0.38340192043895754,0.06060606060606061,4.0,642,2,0
25.0,2,4,0.026550594285728334,0.06578947368421052,3,0.2753623188405797,4,0.30795610425240055,0.21212121212121213,3.0,641,2,0
24.0,1,3,0.02656411521305089,0.013157894736842105,3,0.2753623188405797,3,0.38340192043895754,0.21212121212121213,3.0,692,2,0
22.0,2,2,0.0335335386602236,0.0,2,0.2753623188405797,2,0.168724279835391,0.16666666666666666,2.0,636,1,0
22.0,1,3,0.026721859365147392,0.0,3,0.2753623188405797,3,0.43141289437585745,0.21212121212121213,2.0,675,1,0
26.0,2,2,0.03371627604161331,0.06578947368421052,2,0.07246376811594203,3,0.09190672153635115,0.045454545454545456,3.0,579,2,0
25.0,1,3,0.03338521818474585,0.0,2,0.2753623188405797,5,0.6289437585733881,0.16666666666666666,4.0,542,1,0
26.0,1,3,0.026645650502056615,0.039473684210526314,3,0.2753623188405797,6,0.6069958847736625,0.21212121212121213,4.0,593,1,0
25.0,2,4,0.03361794202472199,0.05263157894736842,2,0.2753623188405797,2,0.38340192043895754,0.16666666666666666,3.0,704,2,0
26.0,1,4,0.025629942052583295,0.10526315789473684,2,0.42028985507246375,3,0.38340192043895754,0.3181818181818182,3.0,661,2,1
23.0,2,3,0.033450364470936356,0.0,2,0.4927536231884057,6,0.38340192043895754,0.30303030303030304,2.0,645,2,0
26.0,2,2,0.033339738701933616,0.02631578947368421,2,0.02028985507246377,5,0.5349794238683128,0.015151515151515152,4.0,577,2,0
24.0,2,1,0.02663663655050824,0.039473684210526314,3,0.2753623188405797,2,0.7866941015089164,0.21212121212121213,4.0,643,1,0
23.0,2,4,0.033559351339657574,0.06578947368421052,2,0.5652173913043479,4,0.4156378600823046,0.3333333333333333,4.0,543,1,0
26.0,1,3,0.026609184970792746,0.039473684210526314,3,0.2753623188405797,1,0.5534979423868314,0.21212121212121213,3.0,685,1,0
22.0,2,4,0.02657927504065497,0.0,3,0.2753623188405797,1,0.03909465020576136,0.21212121212121213,2.0,638,1,0
23.0,1,4,0.03337128753235291,0.013157894736842105,2,0.3333333333333333,2,0.42249657064471885,0.19696969696969696,2.0,645,1,0
24.0,1,2,0.02657108053924736,0.013157894736842105,3,0.2753623188405797,3,0.14197530864197533,0.21212121212121213,4.0,599,1,0
25.0,2,3,0.023777984734463326,0.0,3,0.2753623188405797,5,0.6728395061728396,0.22727272727272727,4.0,643,2,1
24.0,1,3,0.03354705958754616,0.0,2,0.13043478260869565,3,0.4657064471879288,0.09090909090909091,2.0,626,2,0
24.0,1,2,0.023723081575032338,0.02631578947368421,3,0.2753623188405797,1,0.3395061728395062,0.22727272727272727,2.0,538,2,1
22.0,2,4,0.03351837883261952,0.013157894736842105,2,0.3333333333333333,2,0.38340192043895754,0.19696969696969696,4.0,711,2,0
22.0,1,2,0.033513052406704574,0.0,1,0.07246376811594203,3,0.0768175582990398,0.045454545454545456,4.0,590,1,0
24.0,2,1,0.03345323254642902,0.05263157894736842,1,0.13043478260869565,2,0.594650205761317,0.09090909090909091,4.0,663,1,0
24.0,1,1,0.026675970157264774,0.0,3,0.2753623188405797,3,0.0768175582990398,0.21212121212121213,2.0,573,1,0
25.0,1,4,0.026707928712754455,0.039473684210526314,3,0.2753623188405797,1,0.38340192043895754,0.21212121212121213,4.0,652,1,0
21.0,2,2,0.030576143102216978,0.0,2,0.4927536231884057,6,0.8072702331961592,0.3181818181818182,4.0,629,2,1
23.0,2,3,0.03351919828276028,0.0,2,0.47826086956521735,4,0.4005486968449931,0.2878787878787879,4.0,607,1,0
22.0,1,4,0.02380215851361578,0.0,3,0.2753623188405797,4,0.7222222222222221,0.22727272727272727,4.0,631,2,1
22.0,2,3,0.033714227416261414,0.013157894736842105,2,0.3188405797101449,3,0.313443072702332,0.19696969696969696,3.0,661,2,0
23.0,2,2,0.023681699342923905,0.0,3,0.2753623188405797,2,0.8580246913580247,0.22727272727272727,4.0,622,2,1
24.0,1,1,0.03369333143767201,0.0,1,0.7101449275362319,4,0.38340192043895754,0.42424242424242425,4.0,499,1,0
26.0,2,1,0.0336449838793671,0.05263157894736842,2,0.42028985507246375,6,0.0768175582990398,0.25757575757575757,4.0,554,1,0
22.0,2,2,0.030752324882480607,0.02631578947368421,2,0.2753623188405797,6,0.7222222222222221,0.18181818181818182,4.0,553,2,1
23.0,1,1,0.033739220645554624,0.013157894736842105,2,0.13043478260869565,1,0.38340192043895754,0.09090909090909091,3.0,693,2,0
24.0,1,3,0.033796172430337515,0.02631578947368421,2,0.10144927536231883,2,0.38340192043895754,0.06060606060606061,2.0,675,2,0
22.0,1,2,0.03364006717852254,0.013157894736842105,2,0.21739130434782605,4,0.7229080932784637,0.13636363636363635,3.0,640,1,0
23.0,2,2,0.026651386653041943,0.0,3,0.2753623188405797,6,0.11796982167352538,0.21212121212121213,2.0,547,1,0
23.0,1,2,0.030829353195712145,0.0,2,0.26956521739130435,1,0.6460905349794239,0.18181818181818182,2.0,592,2,1
25.0,2,3,0.0266206572727634,0.013157894736842105,3,0.2753623188405797,5,0.11796982167352538,0.21212121212121213,4.0,551,1,0
26.0,1,2,0.03378224177794458,0.07894736842105263,2,0.21739130434782605,6,0.30589849108367634,0.13636363636363635,3.0,639,2,0
23.0,2,2,0.026699734211346842,0.0,3,0.2753623188405797,4,0.30589849108367634,0.21212121212121213,4.0,571,1,0
24.0,1,2,0.026529288582068544,0.05263157894736842,3,0.2753623188405797,3,0.5013717421124828,0.21212121212121213,2.0,682,1,0
26.0,2,2,0.03076625553487354,0.06578947368421052,2,0.10144927536231883,2,0.6035665294924555,0.07575757575757576,2.0,644,2,1
22.0,2,4,0.026727185791062338,0.0,3,0.2753623188405797,3,0.39231824417009614,0.21212121212121213,4.0,649,1,0
21.0,2,2,0.026683345208531623,0.0,3,0.2753623188405797,2,0.46364883401920437,0.21212121212121213,2.0,655,2,0
25.0,2,4,0.025965506885224945,0.013157894736842105,2,0.13913043478260867,3,0.9938271604938271,0.10606060606060606,2.0,576,2,1
25.0,1,4,0.03392195802694434,0.09210526315789473,2,0.10144927536231883,6,0.35665294924554186,0.06060606060606061,2.0,654,1,0
24.0,2,3,0.0339227774770851,0.0,2,0.3333333333333333,2,0.0,0.19696969696969696,4.0,596,1,0
24.0,1,4,0.033877707719343245,0.013157894736842105,2,0.5579710144927537,4,0.3909465020576131,0.3333333333333333,3.0,632,1,0
23.0,2,2,0.03393588867933728,0.05263157894736842,2,0.30579710144927535,6,0.3395061728395062,0.18181818181818182,3.0,634,2,0
21.0,2,1,0.026699324486276464,0.0,3,0.2753623188405797,3,0.46364883401920437,0.21212121212121213,2.0,555,1,0
23.0,1,2,0.02667474098205363,0.02631578947368421,3,0.2753623188405797,2,0.38340192043895754,0.21212121212121213,2.0,556,2,0
23.0,1,3,0.02357680972490649,0.0,3,0.2753623188405797,2,0.617283950617284,0.22727272727272727,3.0,674,2,1
21.0,2,2,0.03391294407539597,0.0,2,0.23188405797101447,1,0.11796982167352538,0.13636363636363635,2.0,623,1,0
24.0,2,2,0.03408134107932236,0.02631578947368421,2,0.5159420289855072,4,0.3820301783264746,0.30303030303030304,2.0,601,1,0
24.0,2,3,0.03393916647990032,0.02631578947368421,2,0.08695652173913043,4,0.0665294924554184,0.06060606060606061,2.0,655,1,0
24.0,2,4,0.0236944008201057,0.05263157894736842,3,0.2753623188405797,6,0.5960219478737998,0.22727272727272727,4.0,662,2,1
22.0,2,4,0.02360712938011465,0.0,3,0.2753623188405797,2,0.574074074074074,0.22727272727272727,4.0,666,2,1
24.0,1,2,0.026639094900930527,0.0,3,0.2753623188405797,4,0.26748971193415644,0.21212121212121213,2.0,600,1,0
23.0,2,3,0.03391376352553673,0.05263157894736842,2,0.9079710144927536,2,0.17009602194787382,0.5303030303030303,2.0,541,1,0
23.0,1,2,0.023683747968275805,0.05263157894736842,3,0.2753623188405797,1,0.5960219478737998,0.22727272727272727,2.0,601,2,1
25.0,2,4,0.026569031913895456,0.013157894736842105,3,0.2753623188405797,5,0.4574759945130316,0.21212121212121213,2.0,657,1,0
22.0,1,2,0.02372717882573614,0.0,3,0.2753623188405797,3,0.5445816186556927,0.22727272727272727,3.0,628,2,1
23.0,1,4,0.023832887893894317,0.013157894736842105,3,0.2753623188405797,2,0.5658436213991771,0.22727272727272727,3.0,670,2,1
25.0,2,3,0.03400841001679463,0.07894736842105263,2,0.1246376811594203,3,0.6755829903978052,0.07575757575757576,3.0,604,1,0
23.0,2,3,0.034002264140738925,0.0,1,0.6811594202898551,4,0.17009602194787382,0.3939393939393939,3.0,623,1,0
23.0,1,4,0.033989972388627505,0.0,2,0.14202898550724635,4,0.49862825788751713,0.09090909090909091,2.0,581,1,0
24.0,1,3,0.026934506676674883,0.013157894736842105,3,0.2753623188405797,5,0.14334705075445814,0.21212121212121213,2.0,628,2,0
26.0,2,3,0.0339522776821525,0.039473684210526314,2,0.13043478260869565,4,0.30795610425240055,0.09090909090909091,3.0,685,2,0
22.0,2,2,0.027367176350996718,0.0,3,0.2753623188405797,3,0.6035665294924555,0.19696969696969696,2.0,622,1,0
23.0,2,3,0.027739206714902234,0.013157894736842105,3,0.2753623188405797,2,0.5534979423868314,0.19696969696969696,4.0,671,1,0
23.0,1,2,0.033992021013979405,0.0,2,0.281159420289855,1,0.041838134430727036,0.16666666666666666,2.0,617,1,0
23.0,2,2,0.027596212665339428,0.013157894736842105,3,0.2753623188405797,3,0.6069958847736625,0.19696969696969696,3.0,654,1,0
26.0,2,1,0.024727317722535,0.02631578947368421,3,0.2753623188405797,5,0.49862825788751713,0.22727272727272727,2.0,634,2,1
26.0,1,3,0.033863777066950304,0.07894736842105263,2,0.17391304347826086,6,0.23868312757201654,0.10606060606060606,4.0,650,1,0
22.0,1,2,0.030991194598512448,0.039473684210526314,2,0.42028985507246375,1,0.3587105624142662,0.2727272727272727,4.0,674,2,1
26.0,2,1,0.03399816689003512,0.02631578947368421,2,0.2753623188405797,1,0.5534979423868314,0.16666666666666666,4.0,667,1,0
22.0,1,2,0.018451968544586896,0.039473684210526314,3,0.10144927536231883,2,0.3902606310013717,0.12121212121212122,2.0,603,2,0
23.0,2,3,0.033939985930041085,0.0,1,0.13043478260869565,2,0.6330589849108368,0.09090909090909091,4.0,620,1,0
24.0,1,3,0.01881703358229594,0.039473684210526314,3,0.10144927536231883,2,0.22496570644718789,0.10606060606060606,2.0,657,1,0
23.0,1,4,0.03396170135877125,0.05263157894736842,2,0.3333333333333333,4,0.30795610425240055,0.19696969696969696,2.0,650,2,0
24.0,1,3,0.03394572208102641,0.02631578947368421,2,0.3079710144927536,1,0.5534979423868314,0.18181818181818182,4.0,522,1,0
25.0,1,2,0.034061674275944094,0.0,2,0.21739130434782605,4,0.7455418381344308,0.13636363636363635,3.0,676,2,0
22.0,1,4,0.01902599336819001,0.013157894736842105,3,0.10144927536231883,2,0.5877914951989027,0.10606060606060606,3.0,679,1,0
22.0,1,3,0.01913334133662971,0.013157894736842105,3,0.10144927536231883,1,0.17009602194787382,0.10606060606060606,2.0,681,2,0
24.0,2,3,0.03407232712777399,0.039473684210526314,2,0.43768115942028984,4,0.38340192043895754,0.25757575757575757,4.0,654,1,0
21.0,2,2,0.019246425456054733,0.0,3,0.10144927536231883,3,0.17009602194787382,0.10606060606060606,3.0,599,2,0
25.0,2,2,0.0339965279897536,0.039473684210526314,2,0.6811594202898551,4,0.30795610425240055,0.3939393939393939,2.0,640,1,0
22.0,2,3,0.03405593812495877,0.013157894736842105,2,0.4188405797101449,2,0.30795610425240055,0.24242424242424243,4.0,568,1,0
24.0,1,4,0.03408748695537807,0.06578947368421052,2,0.4492753623188405,4,0.48010973936899864,0.2727272727272727,2.0,684,1,0
22.0,1,2,0.03412231358636041,0.039473684210526314,2,0.42028985507246375,3,0.6069958847736625,0.24242424242424243,2.0,659,1,0
24.0,2,3,0.016245189315517394,0.039473684210526314,3,0.10144927536231883,6,0.38340192043895754,0.12121212121212122,4.0,663,2,1
25.0,1,3,0.03393179142863347,0.05263157894736842,2,0.19420289855072462,5,0.38340192043895754,0.12121212121212122,4.0,624,1,0
21.0,2,2,0.019153827590148734,0.0,3,0.10144927536231883,4,0.5109739368998627,0.10606060606060606,2.0,621,2,0
25.0,1,4,0.019248474081406633,0.039473684210526314,3,0.10144927536231883,3,0.5747599451303156,0.10606060606060606,4.0,651,1,0
22.0,2,3,0.01922061277662076,0.013157894736842105,3,0.10144927536231883,2,0.5185185185185186,0.10606060606060606,3.0,627,2,0
26.0,2,2,0.03117188335455026,0.0,2,0.40289855072463765,1,0.3587105624142662,0.25757575757575757,3.0,577,2,1
23.0,2,3,0.01923085590338027,0.013157894736842105,3,0.10144927536231883,4,0.747599451303155,0.10606060606060606,2.0,602,1,0
24.0,1,3,0.034102237057911766,0.0,2,0.18840579710144925,6,0.17009602194787382,0.12121212121212122,4.0,675,1,0
24.0,1,3,0.019228807278028368,0.013157894736842105,3,0.10144927536231883,1,0.5356652949245542,0.10606060606060606,3.0,680,1,0
23.0,2,2,0.03400308359087968,0.0,2,0.40289855072463765,4,0.041838134430727036,0.24242424242424243,4.0,670,1,0
23.0,1,4,0.03403340324608784,0.013157894736842105,2,0.3913043478260869,3,0.3587105624142662,0.22727272727272727,3.0,674,1,0
23.0,2,2,0.019202994598594397,0.013157894736842105,3,0.10144927536231883,2,0.654320987654321,0.10606060606060606,4.0,688,1,0
25.0,1,3,0.016348849758323666,0.05263157894736842,3,0.10144927536231883,5,0.8449931412894374,0.12121212121212122,2.0,654,2,1
24.0,2,1,0.034003903041020446,0.02631578947368421,2,0.21739130434782605,2,0.7455418381344308,0.13636363636363635,4.0,606,2,0
26.0,1,3,0.03400349331595006,0.07894736842105263,1,0.25362318840579706,3,0.49862825788751713,0.15151515151515152,4.0,545,1,0
24.0,2,2,0.019309113391822952,0.05263157894736842,3,0.10144927536231883,3,0.43964334705075453,0.10606060606060606,2.0,620,1,0
23.0,2,4,0.03401250726749844,0.013157894736842105,1,0.5942028985507246,1,0.48010973936899864,0.3484848484848485,2.0,655,1,0
21.0,2,1,0.019296411914641157,0.013157894736842105,3,0.10144927536231883,2,0.38340192043895754,0.10606060606060606,3.0,667,2,0
22.0,1,3,0.01918209862000499,0.05263157894736842,3,0.10144927536231883,6,0.38340192043895754,0.10606060606060606,4.0,709,2,0
25.0,1,3,0.03395350685736364,0.039473684210526314,2,0.3333333333333333,5,0.5534979423868314,0.19696969696969696,4.0,523,1,0
26.0,1,4,0.019177591644230805,0.05263157894736842,3,0.10144927536231883,6,0.4657064471879288,0.10606060606060606,3.0,577,1,0
24.0,2,3,0.03397809036158647,0.05263157894736842,2,0.42028985507246375,5,0.041838134430727036,0.24242424242424243,2.0,611,1,0
23.0,2,3,0.033998986340175875,0.02631578947368421,2,0.3333333333333333,4,0.14334705075445814,0.19696969696969696,3.0,684,1,0
22.0,1,1,0.03396825695989734,0.0,2,0.4152173913043478,2,0.49862825788751713,0.24242424242424243,3.0,663,1,0
24.0,2,2,0.02762612259547721,0.02631578947368421,3,0.2753623188405797,5,0.5534979423868314,0.19696969696969696,3.0,575,1,0
22.0,1,3,0.03402316011932833,0.0,2,0.22173913043478258,3,0.14334705075445814,0.13636363636363635,4.0,615,1,0
23.0,1,4,0.027631039296321776,0.0,3,0.2753623188405797,6,0.24142661179698216,0.19696969696969696,2.0,683,2,0
23.0,1,1,0.033911714900184825,0.039473684210526314,2,0.4521739130434782,2,0.17009602194787382,0.2727272727272727,3.0,712,1,0
22.0,2,3,0.02746469091774728,0.0,3,0.2753623188405797,6,0.38340192043895754,0.19696969696969696,4.0,631,2,0
22.0,2,1,0.031165327753424177,0.0,2,0.47826086956521735,2,0.6755829903978052,0.30303030303030304,3.0,687,2,1
26.0,2,4,0.027615469743647314,0.05263157894736842,3,0.2753623188405797,6,0.4005486968449931,0.19696969696969696,2.0,540,1,0
24.0,2,3,0.03402438929453947,0.039473684210526314,2,0.4492753623188405,4,0.08230452674897121,0.2727272727272727,2.0,674,1,0
22.0,1,4,0.027881381314324275,0.013157894736842105,3,0.2753623188405797,2,0.38340192043895754,0.19696969696969696,2.0,661,1,0
22.0,1,1,0.02781623502813377,0.013157894736842105,3,0.2753623188405797,2,0.3820301783264746,0.19696969696969696,2.0,670,2,0
25.0,1,2,0.02785229083432726,0.02631578947368421,3,0.2753623188405797,2,0.24142661179698216,0.19696969696969696,2.0,641,1,0
23.0,1,4,0.033984645962712556,0.013157894736842105,2,0.13043478260869565,2,0.041838134430727036,0.07575757575757576,4.0,648,1,0
23.0,1,4,0.027858436710382965,0.0,3,0.2753623188405797,6,0.5109739368998627,0.19696969696969696,4.0,647,1,0
25.0,2,2,0.03113828589877906,0.0,2,0.11594202898550725,2,0.6330589849108368,0.07575757575757576,2.0,619,2,1
24.0,2,2,0.03407478547819628,0.05263157894736842,2,0.3333333333333333,5,0.5534979423868314,0.19696969696969696,4.0,663,2,0
22.0,1,4,0.033968666684967716,0.0,2,0.7971014492753623,4,0.6995884773662551,0.46969696969696967,4.0,638,2,0
26.0,2,2,0.03396088190863049,0.0,2,0.42028985507246375,4,0.21056241426611805,0.25757575757575757,3.0,672,1,0
26.0,1,3,0.033967027784686195,0.05263157894736842,1,0.18840579710144925,4,0.35459533607681754,0.12121212121212122,4.0,630,1,0
21.0,1,3,0.03399284046412017,0.0,2,0.19202898550724637,2,0.313443072702332,0.12121212121212122,4.0,598,1,0
26.0,2,4,0.03395350685736364,0.06578947368421052,2,0.19420289855072462,6,0.6728395061728396,0.12121212121212122,4.0,663,1,0
24.0,1,2,0.033960062458489725,0.02631578947368421,2,0.23188405797101447,2,0.10768175582990402,0.13636363636363635,3.0,598,1,0
25.0,1,2,0.03399243073904979,0.02631578947368421,1,0.3043478260869565,3,0.21056241426611805,0.18181818181818182,3.0,602,2,0
25.0,2,3,0.03399570853961283,0.02631578947368421,2,0.15362318840579708,2,0.38340192043895754,0.09090909090909091,2.0,679,2,0
24.0,2,1,0.03394818043144869,0.039473684210526314,1,0.8492753623188406,5,0.38340192043895754,0.5,4.0,657,2,0
23.0,1,3,0.03403872967200279,0.05263157894736842,2,0.1072463768115942,6,0.14197530864197533,0.07575757575757576,4.0,603,1,0
26.0,2,3,0.03398710431313484,0.039473684210526314,2,0.17028985507246375,3,0.03909465020576136,0.10606060606060606,3.0,637,2,0
25.0,2,3,0.03376790140048126,0.013157894736842105,2,0.42028985507246375,6,0.313443072702332,0.25757575757575757,4.0,635,1,0
21.0,2,2,0.03403709077172127,0.0,2,0.39492753623188404,4,0.3820301783264746,0.24242424242424243,2.0,651,1,0
26.0,2,1,0.03391990940159244,0.07894736842105263,2,0.10144927536231883,2,0.51920438957476,0.06060606060606061,2.0,685,2,0
23.0,2,4,0.03409813980720797,0.0,2,0.18840579710144925,1,0.21056241426611805,0.12121212121212122,2.0,665,2,0
26.0,2,3,0.03403340324608784,0.05263157894736842,2,0.34782608695652173,5,0.03909465020576136,0.21212121212121213,2.0,588,2,0
25.0,1,4,0.028940110896187546,0.013157894736842105,3,0.2753623188405797,5,0.168724279835391,0.19696969696969696,4.0,624,2,0
23.0,1,3,0.03394818043144869,0.0,1,0.13043478260869565,1,0.21056241426611805,0.09090909090909091,4.0,633,1,0
26.0,1,3,0.031055521434562194,0.039473684210526314,2,0.16521739130434782,5,0.7249657064471879,0.10606060606060606,2.0,631,2,1
22.0,2,2,0.031127223321878783,0.0,2,0.2753623188405797,6,0.6995884773662551,0.18181818181818182,2.0,575,2,1
24.0,2,2,0.03397686118637533,0.0,2,0.31014492753623185,6,0.5877914951989027,0.18181818181818182,4.0,593,1,0
22.0,2,4,0.03389163837173618,0.013157894736842105,2,0.3043478260869565,2,0.0,0.18181818181818182,2.0,651,1,0
24.0,2,3,0.029025333710826696,0.013157894736842105,3,0.2753623188405797,1,0.48010973936899864,0.19696969696969696,2.0,651,2,0
26.0,2,5,0.033997347439894354,0.09210526315789473,2,0.18840579710144925,5,0.10768175582990402,0.12121212121212122,2.0,583,1,0
26.0,1,1,0.02915972353391151,0.0,3,0.2753623188405797,5,0.6069958847736625,0.19696969696969696,4.0,621,1,0
23.0,2,2,0.0290462296894161,0.0,3,0.2753623188405797,2,0.416323731138546,0.19696969696969696,4.0,680,1,0
24.0,2,3,0.03405839647538105,0.0,2,0.21739130434782605,3,0.6728395061728396,0.13636363636363635,3.0,676,1,0
21.0,2,4,0.029100723123776713,0.02631578947368421,3,0.2753623188405797,2,0.313443072702332,0.19696969696969696,2.0,643,1,0
26.0,2,3,0.029087611921524537,0.039473684210526314,3,0.2753623188405797,1,0.15363511659807955,0.19696969696969696,3.0,725,1,0
21.0,2,3,0.03406741042692942,0.0,2,0.24637681159420288,1,0.03909465020576136,0.15151515151515152,4.0,574,1,0
24.0,2,3,0.029000340481533486,0.039473684210526314,3,0.2753623188405797,5,0.7016460905349795,0.19696969696969696,4.0,657,2,0
22.0,2,1,0.029128584428562587,0.0,3,0.2753623188405797,6,0.3141289437585734,0.19696969696969696,2.0,591,1,0
26.0,2,3,0.034073556302985135,0.039473684210526314,2,0.36231884057971014,3,0.10768175582990402,0.21212121212121213,2.0,619,1,0
26.0,1,2,0.03394654153116717,0.07894736842105263,2,0.08695652173913043,4,0.51920438957476,0.06060606060606061,3.0,588,2,0
24.0,1,2,0.033886721670891615,0.039473684210526314,2,0.18840579710144925,2,0.45061728395061734,0.12121212121212122,3.0,469,1,0
23.0,2,3,0.02895690962407315,0.013157894736842105,3,0.2753623188405797,1,0.025377229080932817,0.19696969696969696,3.0,568,2,0
23.0,1,2,0.02617323749590787,0.0,3,0.2753623188405797,2,0.6968449931412894,0.21212121212121213,3.0,574,2,1
22.0,1,2,0.029004028007166907,0.0,3,0.2753623188405797,2,0.30589849108367634,0.19696969696969696,2.0,664,1,0
22.0,2,3,0.034008000291724245,0.02631578947368421,2,0.24637681159420288,3,0.10768175582990402,0.15151515151515152,2.0,671,1,0
23.0,1,3,0.03390024259821417,0.0,2,0.1289855072463768,1,0.3820301783264746,0.07575757575757576,3.0,648,2,0
26.0,2,4,0.033854353390331555,0.02631578947368421,2,0.2753623188405797,4,0.14197530864197533,0.16666666666666666,2.0,623,1,0
24.0,2,4,0.03421245310184413,0.02631578947368421,2,0.5362318840579711,4,0.45061728395061734,0.3181818181818182,3.0,555,1,0
24.0,1,2,0.02899829185618158,0.0,3,0.2753623188405797,3,0.3312757201646091,0.19696969696969696,3.0,574,1,0
26.0,1,4,0.034025618469750614,0.02631578947368421,2,0.8463768115942029,5,0.51920438957476,0.5,4.0,623,1,0
25.0,2,2,0.02904950748997915,0.013157894736842105,3,0.2753623188405797,2,0.3792866941015089,0.19696969696969696,2.0,596,2,0
25.0,2,2,0.034077243828618556,0.02631578947368421,2,0.014492753623188404,4,0.313443072702332,0.015151515151515152,4.0,645,1,0
25.0,2,2,0.02911916075194384,0.039473684210526314,3,0.2753623188405797,2,0.574074074074074,0.19696969696969696,3.0,568,2,0
21.0,1,2,0.02906057006687942,0.0,3,0.2753623188405797,4,0.5521262002743486,0.19696969696969696,3.0,619,1,0
22.0,2,4,0.02921339751813136,0.0,3,0.2753623188405797,1,0.2764060356652949,0.19696969696969696,3.0,693,1,0
23.0,2,1,0.029326481637556384,0.02631578947368421,3,0.2753623188405797,6,0.44170096021947874,0.19696969696969696,3.0,691,1,0
22.0,2,1,0.02950348286796077,0.039473684210526314,3,0.2753623188405797,4,0.3902606310013717,0.18181818181818182,4.0,685,1,0
24.0,2,3,0.034036271321580505,0.06578947368421052,2,0.07246376811594203,2,0.0,0.045454545454545456,3.0,561,1,0
24.0,2,4,0.034018653143554144,0.02631578947368421,2,0.3333333333333333,5,0.03909465020576136,0.19696969696969696,2.0,663,2,0
26.0,1,1,0.029281411879814527,0.02631578947368421,3,0.2753623188405797,6,0.14334705075445814,0.19696969696969696,4.0,655,1,0
25.0,2,2,0.029576004205418123,0.05263157894736842,3,0.2753623188405797,6,0.21056241426611805,0.18181818181818182,2.0,609,2,0
26.0,2,3,0.03403299352101746,0.013157894736842105,2,0.13043478260869565,2,0.15363511659807955,0.07575757575757576,2.0,662,1,0
23.0,2,4,0.02941457252768819,0.0,3,0.2753623188405797,3,0.26748971193415644,0.19696969696969696,4.0,668,1,0
26.0,1,1,0.03403504214636936,0.09210526315789473,2,0.3333333333333333,5,0.10288065843621402,0.19696969696969696,3.0,555,1,0
23.0,2,4,0.0339522776821525,0.0,1,0.2753623188405797,4,0.10288065843621402,0.16666666666666666,2.0,659,2,0
25.0,1,2,0.03397686118637533,0.07894736842105263,2,0.2753623188405797,6,0.36488340192043905,0.16666666666666666,4.0,542,1,0
25.0,1,2,0.03006644511466361,0.039473684210526314,3,0.2753623188405797,3,0.5829903978052127,0.18181818181818182,3.0,631,1,0
25.0,1,4,0.031032576830620884,0.0,2,0.42028985507246375,6,0.6255144032921811,0.2727272727272727,3.0,668,2,1
23.0,2,2,0.03405184087425497,0.02631578947368421,2,0.3333333333333333,6,0.10288065843621402,0.19696969696969696,4.0,603,1,0
24.0,1,3,0.03399120156383865,0.039473684210526314,2,0.3333333333333333,5,0.10288065843621402,0.19696969696969696,4.0,658,1,0
24.0,2,4,0.03407396602805551,0.05263157894736842,2,0.07246376811594203,5,0.3902606310013717,0.045454545454545456,3.0,594,1,0
22.0,1,3,0.03399980579031664,0.02631578947368421,2,0.29275362318840575,2,0.025377229080932817,0.18181818181818182,2.0,707,1,0
24.0,2,2,0.030039403260018492,0.013157894736842105,3,0.2753623188405797,3,0.28943758573388206,0.18181818181818182,4.0,534,2,0
24.0,1,3,0.034102237057911766,0.013157894736842105,2,0.18840579710144925,5,0.15363511659807955,0.12121212121212122,4.0,525,1,0
21.0,2,2,0.033975632011164186,0.039473684210526314,2,0.14202898550724635,2,0.12825788751714678,0.09090909090909091,3.0,612,1,0
24.0,1,3,0.03021763366563402,0.0,3,0.2753623188405797,5,0.7270233196159122,0.18181818181818182,2.0,630,2,0
