 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1,1,2,27,106,9,145,66,28,90,26,2
4,1,1,87,260,4,69,238,70,271,121,2
1,2,2,86,219,8,494,84,119,207,105,1
0,1,1,80,189,7,192,165,92,197,72,2
3,2,1,34,129,7,257,98,40,96,21,1
4,1,1,93,315,2,219,59,13,281,122,2
0,2,1,17,54,8,399,55,2,62,20,1
3,2,1,89,243,0,441,80,40,351,135,1
5,1,2,9,35,8,208,2,18,20,9,2
5,2,1,9,25,4,347,27,20,40,14,1
1,1,2,91,283,6,356,173,91,271,125,1
4,1,1,37,103,0,139,3,76,145,25,2
5,2,1,13,37,5,50,29,19,41,12,2
5,1,2,6,19,2,193,9,5,25,10,2
4,1,2,4,15,2,551,1,11,18,8,1
2,1,2,42,122,8,192,79,12,98,27,2
4,1,1,25,51,2,561,63,24,64,27,1
3,2,1,60,143,0,364,183,84,165,66,1
5,1,1,5,10,7,62,21,13,17,10,2
0,1,2,32,91,2,403,6,60,83,26,1
1,2,1,47,165,5,458,17,27,108,59,1
3,2,1,40,94,0,96,7,82,83,43,2
0,1,1,51,103,0,528,81,67,171,58,1
5,1,1,35,97,9,409,80,8,117,22,1
4,2,1,54,172,4,228,142,23,118,72,2
2,1,1,41,157,6,323,98,67,167,45,1
4,2,1,69,242,6,299,91,70,201,68,1
4,1,1,52,124,1,322,110,33,148,65,1
0,2,2,58,128,2,85,166,76,217,74,2
4,1,1,39,122,0,279,109,72,119,20,1
4,2,2,81,176,9,546,127,13,265,122,1
3,1,2,79,236,4,149,71,61,280,89,2
1,2,2,70,246,6,366,36,116,163,58,1
5,1,2,70,172,1,80,23,4,172,62,2
2,1,1,33,78,1,289,38,67,122,27,1
1,1,2,60,192,5,545,91,29,150,40,1
3,2,2,50,170,4,101,26,14,124,64,2
0,2,2,43,142,0,466,61,84,169,66,1
5,2,2,52,148,5,222,52,47,136,57,2
3,2,1,18,66,2,534,22,28,61,30,1
3,1,2,87,251,3,288,194,121,185,45,1
2,1,2,48,103,1,270,119,9,145,71,1
2,1,2,47,173,2,560,136,75,124,56,1
4,1,1,51,189,1,355,142,69,175,39,1
3,2,1,83,274,1,157,36,4,186,52,1
5,1,1,5,18,6,563,1,12,24,6,1
3,2,1,57,186,1,442,108,45,229,80,1
3,1,2,33,130,1,498,74,53,118,36,1
5,2,1,75,186,7,252,156,61,236,66,1
2,2,1,43,122,5,118,4,43,121,43,2
0,1,2,89,219,2,119,74,6,179,98,2
1,2,1,88,296,0,368,221,72,241,47,1
2,2,2,87,289,3,308,108,52,332,117,1
5,2,2,63,135,4,42,153,23,141,73,2
4,2,1,79,177,3,517,14,78,166,108,1
1,2,2,82,296,7,176,161,24,324,75,2
0,2,2,51,197,2,581,159,37,192,40,1
2,1,2,39,153,5,538,55,48,148,27,1
3,2,2,67,271,1,106,102,65,236,53,1
1,1,1,50,192,5,478,52,43,196,58,1
5,2,1,18,71,6,499,36,37,40,11,1
3,1,2,44,175,9,416,126,26,105,45,1
0,1,1,69,198,7,456,80,50,173,54,1
0,2,2,91,198,4,443,48,18,216,135,1
3,2,2,52,191,9,431,138,32,197,43,1
3,2,2,39,82,0,533,120,0,159,34,1
4,2,2,47,111,3,170,120,75,144,48,2
5,1,1,52,209,9,434,73,18,112,75,1
0,1,2,28,93,5,320,79,0,83,36,1
0,2,1,66,141,3,512,152,45,208,64,1
4,1,1,49,137,5,159,98,0,101,68,2
0,1,1,96,323,4,404,70,121,297,49,1
1,1,1,14,38,2,91,43,14,54,7,2
4,1,2,78,288,1,121,31,120,267,88,1
5,1,2,27,64,6,496,38,37,94,42,1
4,1,2,90,300,4,307,239,166,293,89,1
3,2,2,93,201,6,76,23,66,256,84,2
0,1,1,35,82,3,124,19,56,145,41,2
5,1,1,69,205,2,142,29,71,279,71,2
5,2,2,54,173,6,148,67,35,186,68,2
0,1,1,10,24,0,338,15,5,24,15,1
3,2,2,14,53,2,410,31,8,57,16,1
4,2,1,14,45,9,341,42,10,38,14,1
2,2,2,51,199,4,48,92,95,170,61,2
5,2,2,89,196,9,219,93,164,286,105,2
4,2,1,92,347,4,217,107,151,272,67,2
3,2,2,57,221,2,75,65,105,178,48,2
2,1,1,9,31,4,126,3,8,36,14,2
4,1,1,29,112,6,485,32,31,88,42,1
4,2,2,20,83,9,73,41,13,56,14,2
1,1,2,58,198,2,176,139,100,149,55,2
1,1,1,18,53,8,20,24,23,43,21,2
4,1,2,70,226,8,357,146,4,171,88,1
1,2,1,3,16,5,568,2,5,15,3,1
1,2,1,56,136,2,45,40,93,206,55,2
0,2,2,0,0,2,172,4,1,4,0,2
4,2,1,44,92,9,313,52,59,134,30,1
5,2,1,44,125,6,469,131,86,118,35,1
1,1,2,63,228,9,441,114,85,254,79,1
4,2,1,42,163,6,589,8,14,146,59,1
0,2,1,7,33,4,383,14,7,32,4,1
0,2,1,30,71,8,480,42,26,87,28,1
3,1,2,4,8,3,238,5,8,11,3,2
1,2,2,50,123,4,421,11,87,136,36,1
3,2,1,62,149,6,167,155,91,181,32,2
2,2,2,8,22,2,251,17,2,34,9,1
2,2,2,66,145,6,503,113,33,193,66,1
0,1,2,28,81,4,61,77,2,70,18,2
1,2,1,85,304,2,408,206,45,273,93,1
4,1,1,86,206,8,466,135,154,342,130,1
1,2,1,37,112,0,164,93,57,121,51,2
5,1,2,15,40,0,217,1,2,59,16,2
3,2,1,7,20,2,447,12,2,26,6,1
1,2,2,70,244,2,296,88,14,214,58,1
0,1,2,90,251,0,483,253,20,193,124,1
3,2,2,55,191,0,35,74,106,203,71,1
5,2,1,9,24,1,589,19,10,19,5,1
2,2,1,9,19,1,574,19,13,18,9,1
0,1,1,58,236,1,94,67,58,216,45,1
2,1,1,79,282,9,120,15,14,315,100,2
2,2,1,63,248,9,548,115,86,171,44,1
0,1,1,74,176,7,488,17,78,268,59,1
1,1,2,20,46,3,209,38,0,51,29,2
4,2,1,65,155,5,166,75,46,196,66,2
5,1,1,11,40,0,295,13,5,26,15,1
1,2,2,26,64,5,22,19,20,83,21,2
3,1,2,68,186,0,391,63,74,149,39,1
3,2,1,86,264,4,79,101,155,267,97,2
0,1,2,87,255,8,231,124,34,226,54,2
5,2,2,68,215,1,331,81,71,143,100,1
0,1,1,67,183,4,30,196,94,161,45,2
5,1,2,90,289,7,83,177,133,301,57,2
0,1,1,59,194,7,378,137,23,190,55,1
1,1,1,42,144,3,594,114,63,91,24,1
4,2,2,97,224,5,267,272,99,294,54,1
5,2,2,37,137,1,408,7,18,153,52,1
3,1,2,66,209,0,133,107,19,229,63,1
4,2,2,34,84,6,2,64,37,75,41,2
4,1,2,5,23,6,436,21,6,16,4,1
2,2,1,38,82,2,23,112,10,140,41,2
4,1,2,16,38,5,370,19,29,44,22,1
3,2,2,54,207,5,309,88,110,155,49,1
4,2,2,66,239,8,49,188,0,155,94,2
5,2,1,4,12,0,19,1,11,18,6,2
1,2,2,40,159,6,91,58,21,138,26,2
4,2,2,48,184,4,455,36,6,127,26,1
1,2,2,39,119,2,54,73,56,160,35,2
3,2,1,20,85,0,577,50,13,61,31,1
1,2,2,32,83,7,12,64,61,81,30,2
0,1,2,69,156,6,446,95,39,232,80,1
3,1,2,56,193,7,13,111,81,224,63,2
2,1,2,32,126,6,557,34,25,84,19,1
2,2,2,75,180,9,204,146,5,180,46,2
0,1,2,3,9,6,256,9,0,15,5,1
2,1,1,51,107,6,93,68,24,202,52,2
0,1,2,45,141,6,581,110,61,173,24,1
2,1,1,41,119,6,419,51,26,137,57,1
4,1,2,18,72,6,557,43,15,39,21,1
2,1,1,18,73,7,129,53,31,55,22,2
3,2,2,39,156,5,238,39,8,85,57,2
1,2,2,67,141,4,528,46,130,264,90,1
5,1,1,21,58,2,39,51,25,80,24,2
5,1,1,56,163,8,76,25,75,208,28,2
5,2,2,78,297,6,249,148,2,170,70,2
3,2,1,35,124,8,287,110,31,85,41,1
0,2,2,24,81,8,561,0,35,59,38,1
0,2,2,28,67,5,109,64,49,77,35,2
4,1,2,25,99,1,228,78,22,97,16,1
4,2,2,55,193,3,391,88,22,118,30,1
2,1,2,13,33,1,284,39,13,45,17,1
5,2,2,66,197,1,159,145,30,247,49,2
1,1,1,79,314,4,455,0,127,298,47,1
3,2,1,90,274,9,388,48,163,255,112,1
1,2,1,74,257,2,84,26,12,197,79,2
4,1,2,4,13,9,569,14,10,14,2,1
1,2,1,45,184,9,145,21,0,108,40,2
0,1,2,12,52,2,93,5,15,51,18,2
3,1,1,92,243,4,114,88,134,235,56,2
2,1,2,95,196,7,95,28,137,365,108,2
3,2,1,87,207,6,515,2,108,213,64,1
5,1,2,44,102,3,458,39,43,155,29,1
5,2,1,54,142,4,157,69,78,203,46,2
0,1,1,8,29,4,554,26,8,26,12,1
3,1,2,33,100,7,24,24,9,123,24,2
0,2,2,77,312,6,549,194,103,263,106,1
3,1,1,59,239,5,372,3,111,232,50,1
3,2,1,87,206,2,559,96,165,290,111,1
4,1,2,51,151,3,284,51,17,137,50,1
5,2,2,11,45,1,46,32,16,31,16,1
3,1,2,38,125,8,335,60,70,126,42,1
2,2,2,85,224,1,65,82,148,299,72,2
1,2,2,93,197,7,556,248,0,353,62,1
5,1,1,88,197,0,140,171,10,282,76,2
0,1,1,71,230,0,316,157,59,255,41,1
3,1,1,72,254,0,161,57,29,148,51,1
5,2,2,29,105,4,381,51,17,71,15,1
2,1,2,41,91,0,185,110,81,107,22,2
1,1,1,22,80,2,384,55,35,50,23,1
1,1,2,52,176,6,427,131,0,120,47,1
2,2,2,14,48,2,484,14,24,42,14,1
3,2,1,97,201,1,565,261,36,360,127,1
3,2,2,56,198,8,491,14,108,160,56,1
4,2,2,20,82,7,566,40,19,65,28,1
2,2,1,4,18,8,272,4,5,11,3,1
4,1,2,20,83,2,301,27,29,64,33,1
1,1,1,24,52,6,520,27,24,90,20,1
4,2,2,10,40,3,298,16,18,29,13,1
2,1,2,29,84,8,244,53,11,119,15,2
5,2,1,44,142,6,261,23,62,99,58,1
4,1,1,91,352,2,247,28,177,267,138,2
4,1,2,61,131,0,204,105,109,142,94,2
2,2,2,57,205,6,230,71,58,128,88,2
2,1,1,27,103,2,314,10,3,73,36,1
4,2,2,59,221,8,51,118,50,241,48,2
4,1,1,57,194,4,131,33,92,224,53,2
1,2,1,44,181,4,103,2,88,170,29,2
2,2,2,68,199,3,368,166,50,258,91,1
3,2,1,49,101,8,99,80,43,198,46,2
1,1,2,29,103,6,365,62,8,92,39,1
2,1,2,39,125,7,44,103,70,155,41,2
0,1,2,16,51,7,255,39,29,48,17,1
4,2,1,80,266,9,1,237,136,307,99,2
2,2,1,6,18,2,426,20,0,23,6,1
2,1,2,82,228,2,389,57,25,186,119,1
0,2,2,83,336,1,365,85,128,176,45,1
3,2,1,31,124,7,308,36,62,123,45,1
3,2,2,56,125,9,35,44,30,150,80,2
3,2,2,42,102,8,377,1,20,118,50,1
1,2,2,24,82,0,191,17,18,50,26,1
2,2,1,94,278,9,463,230,118,272,103,1
5,2,1,50,178,3,509,24,69,137,55,1
5,2,1,95,359,7,244,35,150,310,52,2
1,1,1,0,5,6,324,6,0,3,0,1
3,1,2,63,165,4,88,95,8,146,72,2
4,1,1,70,228,6,344,133,35,180,42,1
0,2,2,50,181,6,300,73,97,162,36,1
2,2,2,63,138,0,409,10,127,206,40,1
5,1,1,21,53,3,342,26,19,83,25,1
0,2,1,31,101,1,123,74,47,113,32,1
0,2,1,18,56,5,600,38,24,68,30,1
2,1,1,81,192,1,115,23,94,214,86,2
4,1,1,36,140,1,345,13,11,106,46,1
0,2,2,55,153,7,442,7,58,111,68,1
4,2,2,71,195,3,424,55,60,287,103,1
1,1,2,14,51,5,407,6,17,59,8,1
5,2,1,6,22,1,480,5,9,14,4,1
4,2,2,61,216,4,238,96,54,190,78,2
2,1,2,86,174,6,406,229,43,300,92,1
0,1,2,71,142,7,511,10,124,158,96,1
2,1,1,36,88,6,549,63,24,92,25,1
3,1,2,60,164,4,580,158,82,198,91,1
5,2,1,33,92,1,364,95,5,75,52,1
5,1,1,12,47,0,165,0,26,50,15,1
3,2,1,33,117,0,486,6,64,104,17,1
1,1,1,4,17,4,26,4,10,21,7,2
0,2,2,39,105,7,99,59,76,124,53,2
2,2,1,52,112,2,541,68,1,108,66,1
2,2,1,18,64,6,338,49,2,46,23,1
4,1,1,33,86,1,178,40,39,110,38,2
0,1,1,81,297,1,300,146,125,245,120,1
0,1,1,65,153,7,468,3,18,257,38,1
0,2,2,17,62,4,223,24,11,59,11,2
2,1,1,63,206,6,27,82,1,225,47,2
1,1,1,4,15,3,499,10,7,19,8,1
5,1,2,68,227,8,503,187,63,275,41,1
2,1,2,75,151,8,224,129,51,207,66,2
1,1,2,24,63,2,206,23,19,93,21,2
1,1,2,90,185,0,51,224,22,312,129,2
2,1,1,16,39,3,348,12,31,59,16,1
1,2,2,47,182,1,312,61,59,161,29,1
1,1,2,55,121,6,96,54,75,173,56,2
3,2,2,1,5,0,158,5,0,8,2,2
3,1,1,15,31,2,188,1,5,42,16,2
4,1,2,68,186,2,175,13,61,144,52,2
1,2,2,20,67,8,117,20,39,62,19,2
2,2,2,66,184,3,481,176,9,234,54,1
1,2,1,22,59,5,37,34,21,91,23,2
0,2,1,4,15,5,211,3,2,19,4,2
4,1,2,60,170,2,537,126,37,244,46,1
1,2,2,74,243,5,510,13,105,300,52,1
2,2,2,46,103,3,288,37,52,147,45,1
5,1,2,40,89,5,570,32,24,120,57,1
0,2,1,70,204,4,433,156,120,189,99,1
5,2,1,62,200,7,48,100,109,201,69,2
0,2,1,87,227,5,441,56,112,268,71,1
3,2,2,49,142,5,6,7,88,113,29,2
2,1,1,61,192,8,128,159,72,196,65,2
3,1,2,64,218,1,155,38,30,248,74,1
1,2,1,46,144,0,56,71,88,131,55,1
0,1,2,0,1,1,294,5,0,1,1,1
0,2,1,73,255,8,544,91,6,183,65,1
4,1,2,88,344,1,471,48,95,338,77,1
2,1,2,52,122,1,322,144,29,115,54,1
1,2,1,15,42,9,180,2,6,51,19,2
4,1,2,41,112,9,37,111,60,167,52,2
1,1,2,50,109,2,398,141,76,185,27,1
4,2,2,42,167,8,2,10,21,137,57,2
1,2,1,37,75,6,49,112,5,115,36,2
0,1,2,9,30,4,182,28,3,26,16,2
2,1,2,23,79,4,129,15,41,56,22,2
4,1,2,3,10,3,171,5,3,12,7,2
0,1,1,88,321,4,595,168,58,204,95,1
1,2,1,49,200,8,457,118,34,131,32,1
2,1,2,50,132,0,477,70,52,152,61,1
5,2,1,42,86,1,461,81,10,139,30,1
1,1,2,17,39,5,521,52,15,47,27,1
4,2,1,90,262,2,362,10,4,266,53,1
2,2,1,46,162,4,50,20,65,111,29,2
4,2,2,47,104,9,21,12,4,108,65,2
3,1,1,46,98,1,68,91,51,162,35,2
4,1,2,91,246,6,155,269,47,348,138,2
5,2,1,73,243,3,444,16,36,164,93,1
1,1,2,57,165,1,506,112,97,225,71,1
0,1,2,92,276,2,156,214,182,352,78,2
5,1,2,51,131,3,419,16,2,111,53,1
4,1,2,35,87,8,368,78,16,131,31,1
0,1,1,23,55,8,194,51,44,82,23,2
4,2,2,26,105,0,541,7,26,68,41,1
0,1,1,52,211,3,421,82,64,164,74,1
5,1,2,29,91,4,114,2,53,77,28,2
5,2,2,46,152,4,512,95,15,175,35,1
1,2,2,86,172,9,532,18,36,237,74,1
5,2,2,95,364,6,159,275,178,225,56,2
2,1,1,62,238,2,292,25,63,199,60,1
5,1,2,32,128,9,227,9,45,83,40,2
4,2,2,33,99,5,33,76,64,78,34,2
3,2,2,30,97,8,232,33,1,95,21,2
2,1,1,47,128,8,454,82,33,162,72,1
0,1,1,11,45,1,535,5,1,30,8,2
4,1,2,23,51,4,292,34,15,96,29,1
0,1,2,73,270,9,253,116,28,259,61,1
2,1,2,5,17,3,506,19,11,19,4,1
4,1,1,80,282,0,78,68,112,261,115,1
1,2,2,67,259,1,234,145,119,146,94,1
1,2,1,13,56,7,100,42,24,45,15,2
3,1,2,61,180,8,243,18,94,174,35,2
0,2,1,86,253,4,415,252,25,346,86,1
4,1,1,87,204,2,384,11,92,201,67,1
3,2,1,19,58,3,46,55,6,42,29,2
1,1,1,90,289,2,369,99,129,231,117,1
2,2,2,34,77,5,266,105,30,86,27,1
0,2,1,84,233,0,61,257,53,244,75,2
5,1,2,28,77,2,33,32,4,79,22,2
3,2,1,50,160,3,35,95,70,133,73,2
3,1,1,70,201,4,258,0,132,269,106,1
1,2,1,38,153,5,136,104,28,145,32,2
1,2,2,22,49,0,71,61,31,82,14,2
2,2,1,53,181,4,215,68,44,182,41,2
0,2,1,88,240,4,299,129,34,266,64,1
0,2,1,77,237,9,428,186,156,215,74,1
2,2,1,60,213,9,379,186,25,242,91,1
3,1,1,77,289,1,99,232,55,299,69,1
3,2,2,10,42,2,519,14,11,41,9,1
1,1,2,45,114,2,8,118,11,148,37,2
5,1,1,57,153,0,430,126,47,156,59,1
4,2,1,12,48,6,12,40,10,29,14,2
3,2,1,45,125,7,440,22,86,114,61,1
5,1,1,74,197,4,222,215,14,201,43,2
4,1,2,70,166,1,402,159,71,217,96,1
4,2,1,12,40,7,147,36,12,50,10,2
5,1,2,12,26,1,529,8,6,51,16,1
2,1,2,77,182,8,427,202,124,193,71,1
5,2,1,74,184,6,209,85,85,219,37,2
3,1,1,94,339,0,445,25,20,327,67,1
1,2,2,21,63,8,213,46,9,87,16,2
2,2,2,79,182,2,72,191,102,307,79,2
2,1,1,1,4,1,111,6,0,9,1,2
4,1,2,45,105,9,195,113,68,167,45,2
5,2,2,9,22,1,527,24,10,38,6,1
4,2,2,84,248,2,520,144,50,257,83,1
5,1,1,85,278,4,360,254,8,256,101,1
0,2,2,20,83,1,263,9,10,41,28,1
1,2,1,3,11,4,583,9,0,14,3,1
0,2,1,89,217,5,87,252,156,314,70,2
1,1,2,20,84,5,313,5,18,54,24,1
0,2,1,20,77,6,35,28,37,66,29,2
1,1,1,94,342,0,495,95,9,317,93,1
1,1,1,63,136,3,69,96,3,169,83,2
4,1,1,22,71,8,588,27,16,73,32,1
4,2,2,53,120,2,442,129,27,195,43,1
0,1,2,48,141,1,574,30,93,138,39,1
1,1,2,25,78,7,391,20,36,78,21,1
3,2,1,83,300,5,462,127,37,197,42,1
1,1,2,42,104,8,24,22,33,124,54,2
4,2,2,3,15,9,477,9,3,10,2,1
0,1,2,81,211,0,362,61,123,242,102,1
2,2,1,58,127,5,162,21,25,143,56,2
3,2,1,38,101,6,309,21,69,114,46,1
5,1,1,42,114,9,290,9,27,152,23,1
3,1,1,42,155,8,479,72,54,146,36,1
2,1,1,17,47,6,341,10,9,52,24,1
0,1,1,48,181,5,452,146,40,102,65,1
0,1,2,78,234,4,5,222,116,169,120,2
4,2,2,80,204,4,246,108,70,247,106,2
2,1,2,68,239,3,533,137,41,258,91,1
2,2,2,22,85,8,121,32,15,64,14,2
5,1,2,64,185,1,339,32,11,248,43,1
3,1,2,30,66,9,435,15,37,89,31,1
0,2,1,24,51,0,77,1,49,58,27,2
3,2,2,67,153,9,10,45,36,201,48,2
4,1,2,46,137,0,395,113,17,151,46,1
1,2,1,1,9,1,55,7,3,5,2,1
1,2,1,41,138,5,225,21,11,138,55,2
5,2,2,5,21,9,30,13,7,22,5,2
5,1,2,92,255,6,325,271,154,305,111,1
3,2,1,6,26,4,344,6,5,26,4,1
5,2,2,42,146,1,565,82,62,146,35,1
1,1,1,45,145,2,361,85,60,133,64,1
2,2,2,21,47,3,584,14,17,58,15,1
5,1,1,83,264,4,503,5,166,241,96,1
2,1,2,74,280,5,500,197,148,153,78,1
2,1,2,30,123,8,496,62,35,93,20,1
4,2,2,22,47,1,416,15,28,66,14,1
0,1,1,3,8,8,179,15,5,15,6,2
3,2,1,83,280,0,510,251,43,182,107,1
0,1,1,87,206,8,268,188,7,324,53,1
0,1,2,26,53,3,542,0,13,58,19,1
3,2,1,27,67,1,506,57,56,56,30,1
1,1,1,47,174,3,422,92,73,161,30,1
5,2,2,94,204,6,142,257,98,315,82,2
3,1,1,31,95,2,60,45,6,107,44,2
3,2,2,26,56,1,161,16,4,86,28,2
2,1,2,76,219,4,435,97,46,227,69,1
4,1,1,23,81,5,461,63,13,81,16,1
0,1,2,42,103,9,353,68,46,165,54,1
0,2,2,77,305,1,426,50,146,235,55,1
1,1,2,87,223,8,317,84,155,276,117,1
0,1,2,54,131,0,160,34,41,145,41,2
1,2,2,12,30,3,6,32,8,24,8,2
5,1,1,3,11,1,171,5,1,10,3,2
1,1,1,49,150,1,328,69,33,173,27,1
3,1,2,96,253,4,104,243,67,365,115,2
2,1,1,84,213,7,504,154,3,265,71,1
3,2,2,14,36,9,504,9,25,29,8,1
1,2,1,23,64,0,202,34,26,91,14,2
0,1,2,93,223,2,561,246,132,287,56,1
2,2,1,28,75,6,255,66,27,93,17,1
0,2,2,49,133,8,51,17,37,141,76,2
2,2,1,74,233,2,58,202,29,218,109,2
5,1,2,86,185,6,536,173,101,324,54,1
4,2,1,9,26,1,254,28,10,38,16,1
3,1,2,85,302,0,143,118,18,243,81,1
5,2,2,59,233,1,425,174,51,153,48,1
2,2,1,17,67,6,518,48,35,42,21,1
1,2,2,97,375,2,370,194,126,354,65,1
0,1,2,56,208,2,114,79,24,157,56,2
2,2,1,93,364,3,587,218,180,189,117,1
3,1,1,77,263,5,109,171,14,222,87,2
1,2,1,11,42,6,379,27,21,34,16,1
4,1,1,5,23,8,178,6,6,18,3,2
3,1,2,4,9,0,452,11,5,20,7,1
0,1,2,92,327,1,316,154,50,248,78,1
2,2,1,36,122,6,542,37,67,143,53,1
3,1,1,76,260,9,540,12,113,238,53,1
3,1,1,76,274,2,130,20,80,258,53,2
4,2,2,25,67,1,51,11,23,80,27,2
5,2,2,4,20,1,47,0,0,16,2,2
3,2,1,78,285,4,276,188,75,160,119,1
0,2,1,38,107,3,499,44,61,144,42,1
1,2,1,31,105,0,250,60,38,107,47,1
2,1,2,56,130,1,578,84,54,183,45,1
3,1,1,22,45,5,595,68,3,70,33,1
4,2,2,74,294,2,303,32,29,275,110,1
2,2,1,23,66,5,25,58,16,61,36,2
2,1,2,31,115,1,93,57,37,65,26,1
3,1,2,96,300,0,312,107,46,318,56,1
0,1,1,8,35,3,253,25,10,18,13,1
0,2,1,23,85,6,89,73,14,82,36,2
0,1,2,17,65,1,482,1,34,46,24,1
3,1,2,29,82,5,193,87,51,117,20,2
5,1,1,58,116,0,329,25,0,189,42,1
5,2,2,63,213,4,119,16,109,220,66,2
2,2,1,57,155,0,144,143,43,200,55,2
5,2,1,63,155,7,1,92,99,171,71,2
0,1,1,36,109,9,179,11,64,117,54,2
3,2,1,28,111,4,124,18,42,106,15,2
0,1,2,41,166,8,169,2,58,117,62,2
4,2,1,33,80,0,597,79,55,123,18,1
3,2,2,1,2,0,177,7,2,5,4,2
3,2,1,4,11,7,209,6,3,21,9,2
0,1,1,6,14,1,452,23,11,29,4,1
0,2,1,54,188,6,575,167,47,148,77,1
2,2,1,16,33,1,43,34,11,59,15,2
0,1,2,66,205,9,519,165,119,264,80,1
2,1,1,40,165,0,133,33,0,138,37,1
1,2,1,0,1,2,468,3,1,3,0,1
2,1,1,83,315,2,414,170,9,263,56,1
2,2,1,26,98,7,231,29,29,69,41,2
0,1,1,34,83,2,229,35,33,110,52,2
1,2,2,60,192,9,148,33,71,221,80,2
1,1,2,25,97,0,284,65,27,74,34,1
1,1,2,66,226,1,201,39,94,170,44,1
2,2,2,61,242,8,548,102,35,179,82,1
4,2,2,86,188,2,286,176,88,203,124,1
1,1,2,57,127,0,86,163,50,117,38,2
5,2,1,96,370,8,1,67,49,340,62,2
2,1,2,31,80,2,353,47,31,80,46,1
4,1,1,1,2,6,148,7,1,5,1,2
1,2,1,46,113,7,396,14,94,115,65,1
1,1,2,73,280,7,407,97,11,160,67,1
2,2,2,84,214,1,129,55,108,306,60,2
4,2,2,87,208,2,331,42,2,255,62,1
5,2,1,94,293,1,146,229,35,361,131,1
0,1,1,75,178,8,405,61,51,235,63,1
3,2,1,68,149,0,409,103,125,204,40,1
4,2,1,76,192,6,439,19,90,201,44,1
4,1,2,92,323,1,598,182,40,217,102,1
4,2,1,4,18,2,258,13,10,19,3,1
3,1,2,49,130,1,289,112,27,199,61,1
2,1,1,36,141,0,1,23,14,73,24,2
2,2,1,51,209,6,216,22,50,206,77,2
5,2,2,9,33,5,15,13,7,28,14,2
3,2,2,62,141,4,246,106,100,209,51,2
0,2,1,49,142,6,259,110,11,120,60,1
3,1,1,51,166,0,50,158,31,140,68,1
1,1,2,65,184,3,283,93,41,168,69,1
2,2,2,38,91,3,574,44,37,99,48,1
2,2,1,37,113,3,508,58,31,126,50,1
1,1,1,14,46,7,187,43,11,36,20,2
3,1,2,25,75,6,570,54,53,54,21,1
3,1,2,12,35,3,540,17,2,50,15,1
4,2,1,78,189,8,382,25,89,187,53,1
3,1,1,80,286,4,368,237,45,284,109,1
5,1,1,46,100,3,481,48,68,108,43,1
4,1,2,79,187,2,75,41,145,188,119,2
4,2,2,57,146,6,557,26,95,157,35,1
5,1,1,79,318,2,523,182,18,238,65,1
0,1,2,12,47,3,386,18,19,29,15,1
1,1,2,14,60,0,421,30,6,49,9,1
4,1,2,44,91,8,245,8,24,112,63,2
1,2,2,27,86,2,223,9,56,94,18,2
2,1,1,84,246,9,307,136,76,315,54,1
4,2,2,36,146,9,128,65,35,119,25,2
0,2,2,80,200,1,366,131,102,256,78,1
3,1,2,30,98,9,404,34,48,87,39,1
0,2,1,79,235,4,494,54,155,204,88,1
1,1,1,96,230,5,130,32,126,302,138,2
0,2,2,0,2,9,315,5,2,3,2,1
0,2,2,64,138,9,60,68,51,251,78,2
0,2,2,89,180,6,158,61,92,338,100,2
2,2,2,53,201,5,587,88,94,120,33,1
4,2,2,70,271,3,435,141,142,191,95,1
1,2,2,22,53,7,79,37,6,69,34,2
4,1,2,94,252,9,244,40,114,235,111,2
1,1,1,56,164,5,421,11,97,169,75,1
4,2,2,21,57,3,376,60,4,45,22,1
1,2,2,1,9,1,42,8,1,8,2,1
0,2,2,97,267,7,266,35,172,364,115,1
2,2,2,33,137,0,55,87,16,115,29,1
2,1,2,46,182,9,305,57,55,144,58,1
2,2,2,14,49,7,225,3,29,53,16,2
5,1,1,6,22,5,103,5,0,29,8,2
1,1,1,88,332,8,427,188,105,278,53,1
1,1,2,81,286,5,229,183,39,322,58,2
4,1,2,26,58,8,115,22,42,81,20,2
1,1,1,62,170,4,579,100,11,151,82,1
2,2,1,58,123,7,349,48,53,236,51,1
0,1,2,27,95,7,95,54,43,83,24,2
0,1,2,63,238,9,188,33,60,226,97,2
1,1,1,0,1,3,269,2,2,4,3,1
1,2,2,82,243,6,517,18,131,310,82,1
1,1,1,59,175,9,406,160,109,166,43,1
2,1,1,78,309,3,253,68,35,207,103,1
5,2,1,7,15,6,164,23,3,15,7,2
2,1,2,71,197,2,429,131,107,176,91,1
4,2,1,35,71,5,63,48,68,102,44,2
2,1,2,50,169,5,265,35,13,197,63,1
1,1,2,70,207,6,121,35,116,215,46,2
0,2,1,92,339,4,212,131,156,323,63,2
3,2,1,32,121,0,430,25,39,119,46,1
0,1,2,4,20,3,327,18,5,19,3,1
0,2,1,31,97,7,134,30,41,126,41,2
2,1,1,57,140,0,110,119,44,166,41,2
3,2,2,11,33,7,324,24,23,30,19,1
4,1,1,55,166,1,356,130,74,217,84,1
2,2,2,75,270,7,458,73,46,245,91,1
4,2,1,68,232,8,36,150,95,194,78,2
5,1,2,79,216,8,78,52,34,159,96,2
1,1,1,17,39,1,320,47,28,72,9,1
0,2,1,94,337,5,410,237,103,374,78,1
